Cuisine,Ingredient,Frequency
Iranian Persian,fresh lemon juice,8
Turkish,fresh lemon juice,15
Portuguese,fresh lemon juice,12
Hungarian,fresh lemon juice,2
Georgian,fresh lemon juice,
Brazilian,fresh lemon juice,8
Nigerian,fresh lemon juice,2
Ethiopian,fresh lemon juice,2
Ecuadorean,fresh lemon juice,1
Peruvian,fresh lemon juice,7
Egyptian,fresh lemon juice,7
Argentine,fresh lemon juice,10
Chilean,fresh lemon juice,2
Malaysian,fresh lemon juice,1
Nepalese,fresh lemon juice,2
Vietnamese,fresh lemon juice,1
Palestinian,fresh lemon juice,7
Norwegian,fresh lemon juice,3
Austrian,fresh lemon juice,2
Libyan,fresh lemon juice,2
Angolan,fresh lemon juice,2
Korean,fresh lemon juice,1
Cambodian,fresh lemon juice,1
Mongolian,fresh lemon juice,
Northamerican,heavy cream,1042
Mexican,heavy cream,82
American,heavy cream,753
Canadian,heavy cream,60
Hawaiian,heavy cream,7
South Eestern United States,heavy cream,46
Asian,heavy cream,90
Indian,heavy cream,49
German,heavy cream,42
European,heavy cream,948
Italian,heavy cream,361
Southern United States,heavy cream,190
Indonesian,heavy cream,
Pacific North West,heavy cream,16
Polish,heavy cream,9
Chinese,heavy cream,2
British Columbian,heavy cream,3
Danish,heavy cream,10
Scandinavian,heavy cream,64
Swiss,heavy cream,28
Swedish,heavy cream,24
French,heavy cream,179
African,heavy cream,27
Australian,heavy cream,18
English,heavy cream,57
Quebec,heavy cream,6
Middle Eastern,heavy cream,19
Lebanese,heavy cream,3
Greek,heavy cream,21
South American,heavy cream,20
Russian,heavy cream,7
Japanese,heavy cream,9
Puertorican,heavy cream,
Spanish,heavy cream,18
Irish,heavy cream,35
Thai,heavy cream,7
Polynesian,heavy cream,2
Iraqi,heavy cream,
Pakistani,heavy cream,2
Scottish,heavy cream,20
South African,heavy cream,3
Colombian,heavy cream,2
Welsh,heavy cream,1
Czech,heavy cream,3
Filipino,heavy cream,3
Cuban,heavy cream,4
Belgian,heavy cream,12
Costarican,heavy cream,2
Guatemalan,heavy cream,
Finnish,heavy cream,10
Moroccan,heavy cream,2
Iranian Persian,heavy cream,4
Turkish,heavy cream,3
Portuguese,heavy cream,5
Hungarian,heavy cream,8
Georgian,heavy cream,
Brazilian,heavy cream,3
Nigerian,heavy cream,
Ethiopian,heavy cream,
Ecuadorean,heavy cream,
Peruvian,heavy cream,3
Egyptian,heavy cream,4
Argentine,heavy cream,1
Chilean,heavy cream,
Malaysian,heavy cream,1
Nepalese,heavy cream,1
Vietnamese,heavy cream,
Palestinian,heavy cream,1
Norwegian,heavy cream,6
Austrian,heavy cream,10
Libyan,heavy cream,
Angolan,heavy cream,1
Korean,heavy cream,
Cambodian,heavy cream,
Mongolian,heavy cream,
Northamerican,oregano,1069
Mexican,oregano,287
American,oregano,624
Canadian,oregano,77
Hawaiian,oregano,1
South Eestern United States,oregano,168
Asian,oregano,44
Indian,oregano,5
German,oregano,2
European,oregano,860
Italian,oregano,473
Southern United States,oregano,161
Indonesian,oregano,1
Pacific North West,oregano,13
Polish,oregano,2
Chinese,oregano,2
British Columbian,oregano,4
Danish,oregano,
Scandinavian,oregano,4
Swiss,oregano,3
Swedish,oregano,
French,oregano,23
African,oregano,11
Australian,oregano,31
English,oregano,16
Quebec,oregano,2
Middle Eastern,oregano,26
Lebanese,oregano,6
Greek,oregano,213
South American,oregano,51
Russian,oregano,2
Japanese,oregano,1
Puertorican,oregano,6
Spanish,oregano,32
Irish,oregano,2
Thai,oregano,
Polynesian,oregano,2
Iraqi,oregano,
Pakistani,oregano,
Scottish,oregano,2
South African,oregano,
Colombian,oregano,
Welsh,oregano,
Czech,oregano,1
Filipino,oregano,3
Cuban,oregano,29
Belgian,oregano,1
Costarican,oregano,1
Guatemalan,oregano,3
Finnish,oregano,1
Moroccan,oregano,2
Iranian Persian,oregano,
Turkish,oregano,13
Portuguese,oregano,3
Hungarian,oregano,2
Georgian,oregano,
Brazilian,oregano,6
Nigerian,oregano,1
Ethiopian,oregano,
Ecuadorean,oregano,3
Peruvian,oregano,2
Egyptian,oregano,
Argentine,oregano,7
Chilean,oregano,7
Malaysian,oregano,
Nepalese,oregano,
Vietnamese,oregano,
Palestinian,oregano,
Norwegian,oregano,1
Austrian,oregano,1
Libyan,oregano,
Angolan,oregano,
Korean,oregano,
Cambodian,oregano,
Mongolian,oregano,
Northamerican,granulated sugar,1297
Mexican,granulated sugar,68
American,granulated sugar,793
Canadian,granulated sugar,214
Hawaiian,granulated sugar,15
South Eestern United States,granulated sugar,37
Asian,granulated sugar,194
Indian,granulated sugar,12
German,granulated sugar,43
European,granulated sugar,560
Italian,granulated sugar,110
Southern United States,granulated sugar,134
Indonesian,granulated sugar,4
Pacific North West,granulated sugar,11
Polish,granulated sugar,8
Chinese,granulated sugar,37
British Columbian,granulated sugar,24
Danish,granulated sugar,12
Scandinavian,granulated sugar,60
Swiss,granulated sugar,8
Swedish,granulated sugar,13
French,granulated sugar,67
African,granulated sugar,33
Australian,granulated sugar,9
English,granulated sugar,55
Quebec,granulated sugar,5
Middle Eastern,granulated sugar,39
Lebanese,granulated sugar,2
Greek,granulated sugar,22
South American,granulated sugar,25
Russian,granulated sugar,22
Japanese,granulated sugar,15
Puertorican,granulated sugar,3
Spanish,granulated sugar,20
Irish,granulated sugar,22
Thai,granulated sugar,22
Polynesian,granulated sugar,3
Iraqi,granulated sugar,4
Pakistani,granulated sugar,1
Scottish,granulated sugar,30
South African,granulated sugar,5
Colombian,granulated sugar,1
Welsh,granulated sugar,3
Czech,granulated sugar,6
Filipino,granulated sugar,7
Cuban,granulated sugar,1
Belgian,granulated sugar,9
Costarican,granulated sugar,1
Guatemalan,granulated sugar,
Finnish,granulated sugar,12
Moroccan,granulated sugar,9
Iranian Persian,granulated sugar,6
Turkish,granulated sugar,5
Portuguese,granulated sugar,10
Hungarian,granulated sugar,10
Georgian,granulated sugar,
Brazilian,granulated sugar,10
Nigerian,granulated sugar,
Ethiopian,granulated sugar,
Ecuadorean,granulated sugar,
Peruvian,granulated sugar,1
Egyptian,granulated sugar,1
Argentine,granulated sugar,
Chilean,granulated sugar,
Malaysian,granulated sugar,1
Nepalese,granulated sugar,
Vietnamese,granulated sugar,7
Palestinian,granulated sugar,1
Norwegian,granulated sugar,14
Austrian,granulated sugar,13
Libyan,granulated sugar,
Angolan,granulated sugar,
Korean,granulated sugar,10
Cambodian,granulated sugar,
Mongolian,granulated sugar,
Northamerican,green pepper,1253
Mexican,green pepper,236
American,green pepper,825
Canadian,green pepper,101
Hawaiian,green pepper,10
South Eestern United States,green pepper,134
Asian,green pepper,190
Indian,green pepper,15
German,green pepper,16
European,green pepper,410
Italian,green pepper,180
Southern United States,green pepper,292
Indonesian,green pepper,1
Pacific North West,green pepper,25
Polish,green pepper,10
Chinese,green pepper,63
British Columbian,green pepper,10
Danish,green pepper,3
Scandinavian,green pepper,8
Swiss,green pepper,
Swedish,green pepper,1
French,green pepper,9
African,green pepper,51
Australian,green pepper,9
English,green pepper,5
Quebec,green pepper,1
Middle Eastern,green pepper,22
Lebanese,green pepper,1
Greek,green pepper,50
South American,green pepper,26
Russian,green pepper,11
Japanese,green pepper,6
Puertorican,green pepper,5
Spanish,green pepper,42
Irish,green pepper,4
Thai,green pepper,15
Polynesian,green pepper,8
Iraqi,green pepper,
Pakistani,green pepper,2
Scottish,green pepper,2
South African,green pepper,2
Colombian,green pepper,1
Welsh,green pepper,
Czech,green pepper,2
Filipino,green pepper,2
Cuban,green pepper,16
Belgian,green pepper,
Costarican,green pepper,
Guatemalan,green pepper,
Finnish,green pepper,
Moroccan,green pepper,11
Iranian Persian,green pepper,
Turkish,green pepper,3
Portuguese,green pepper,9
Hungarian,green pepper,11
Georgian,green pepper,
Brazilian,green pepper,3
Nigerian,green pepper,5
Ethiopian,green pepper,1
Ecuadorean,green pepper,
Peruvian,green pepper,
Egyptian,green pepper,3
Argentine,green pepper,2
Chilean,green pepper,2
Malaysian,green pepper,1
Nepalese,green pepper,
Vietnamese,green pepper,1
Palestinian,green pepper,1
Norwegian,green pepper,1
Austrian,green pepper,
Libyan,green pepper,
Angolan,green pepper,
Korean,green pepper,3
Cambodian,green pepper,
Mongolian,green pepper,1
Northamerican,mozzarella cheese,796
Mexican,mozzarella cheese,72
American,mozzarella cheese,532
Canadian,mozzarella cheese,78
Hawaiian,mozzarella cheese,3
South Eestern United States,mozzarella cheese,24
Asian,mozzarella cheese,25
Indian,mozzarella cheese,3
German,mozzarella cheese,2
European,mozzarella cheese,1176
Italian,mozzarella cheese,1013
Southern United States,mozzarella cheese,70
Indonesian,mozzarella cheese,1
Pacific North West,mozzarella cheese,8
Polish,mozzarella cheese,4
Chinese,mozzarella cheese,2
British Columbian,mozzarella cheese,11
Danish,mozzarella cheese,
Scandinavian,mozzarella cheese,2
Swiss,mozzarella cheese,
Swedish,mozzarella cheese,
French,mozzarella cheese,16
African,mozzarella cheese,5
Australian,mozzarella cheese,26
English,mozzarella cheese,5
Quebec,mozzarella cheese,1
Middle Eastern,mozzarella cheese,11
Lebanese,mozzarella cheese,2
Greek,mozzarella cheese,45
South American,mozzarella cheese,12
Russian,mozzarella cheese,2
Japanese,mozzarella cheese,1
Puertorican,mozzarella cheese,
Spanish,mozzarella cheese,5
Irish,mozzarella cheese,
Thai,mozzarella cheese,4
Polynesian,mozzarella cheese,1
Iraqi,mozzarella cheese,2
Pakistani,mozzarella cheese,
Scottish,mozzarella cheese,2
South African,mozzarella cheese,
Colombian,mozzarella cheese,2
Welsh,mozzarella cheese,
Czech,mozzarella cheese,
Filipino,mozzarella cheese,
Cuban,mozzarella cheese,
Belgian,mozzarella cheese,
Costarican,mozzarella cheese,
Guatemalan,mozzarella cheese,1
Finnish,mozzarella cheese,
Moroccan,mozzarella cheese,2
Iranian Persian,mozzarella cheese,
Turkish,mozzarella cheese,3
Portuguese,mozzarella cheese,2
Hungarian,mozzarella cheese,
Georgian,mozzarella cheese,
Brazilian,mozzarella cheese,3
Nigerian,mozzarella cheese,
Ethiopian,mozzarella cheese,
Ecuadorean,mozzarella cheese,1
Peruvian,mozzarella cheese,1
Egyptian,mozzarella cheese,
Argentine,mozzarella cheese,1
Chilean,mozzarella cheese,1
Malaysian,mozzarella cheese,
Nepalese,mozzarella cheese,
Vietnamese,mozzarella cheese,
Palestinian,mozzarella cheese,2
Norwegian,mozzarella cheese,
Austrian,mozzarella cheese,
Libyan,mozzarella cheese,
Angolan,mozzarella cheese,
Korean,mozzarella cheese,1
Cambodian,mozzarella cheese,
Mongolian,mozzarella cheese,
Northamerican,dijon mustard,1195
Mexican,dijon mustard,29
American,dijon mustard,774
Canadian,dijon mustard,203
Hawaiian,dijon mustard,12
South Eestern United States,dijon mustard,45
Asian,dijon mustard,94
Indian,dijon mustard,9
German,dijon mustard,38
European,dijon mustard,576
Italian,dijon mustard,96
Southern United States,dijon mustard,176
Indonesian,dijon mustard,
Pacific North West,dijon mustard,30
Polish,dijon mustard,7
Chinese,dijon mustard,11
British Columbian,dijon mustard,36
Danish,dijon mustard,2
Scandinavian,dijon mustard,31
Swiss,dijon mustard,18
Swedish,dijon mustard,8
French,dijon mustard,139
African,dijon mustard,19
Australian,dijon mustard,70
English,dijon mustard,43
Quebec,dijon mustard,8
Middle Eastern,dijon mustard,9
Lebanese,dijon mustard,1
Greek,dijon mustard,36
South American,dijon mustard,12
Russian,dijon mustard,12
Japanese,dijon mustard,8
Puertorican,dijon mustard,
Spanish,dijon mustard,14
Irish,dijon mustard,20
Thai,dijon mustard,4
Polynesian,dijon mustard,2
Iraqi,dijon mustard,
Pakistani,dijon mustard,
Scottish,dijon mustard,10
South African,dijon mustard,4
Colombian,dijon mustard,
Welsh,dijon mustard,4
Czech,dijon mustard,1
Filipino,dijon mustard,
Cuban,dijon mustard,5
Belgian,dijon mustard,12
Costarican,dijon mustard,
Guatemalan,dijon mustard,
Finnish,dijon mustard,2
Moroccan,dijon mustard,6
Iranian Persian,dijon mustard,1
Turkish,dijon mustard,2
Portuguese,dijon mustard,5
Hungarian,dijon mustard,3
Georgian,dijon mustard,
Brazilian,dijon mustard,1
Nigerian,dijon mustard,1
Ethiopian,dijon mustard,
Ecuadorean,dijon mustard,
Peruvian,dijon mustard,
Egyptian,dijon mustard,1
Argentine,dijon mustard,2
Chilean,dijon mustard,1
Malaysian,dijon mustard,
Nepalese,dijon mustard,
Vietnamese,dijon mustard,1
Palestinian,dijon mustard,
Norwegian,dijon mustard,3
Austrian,dijon mustard,3
Libyan,dijon mustard,1
Angolan,dijon mustard,1
Korean,dijon mustard,1
Cambodian,dijon mustard,
Mongolian,dijon mustard,
Northamerican,ground black pepper,1006
Mexican,ground black pepper,115
American,ground black pepper,678
Canadian,ground black pepper,75
Hawaiian,ground black pepper,4
South Eestern United States,ground black pepper,76
Asian,ground black pepper,224
Indian,ground black pepper,59
German,ground black pepper,14
European,ground black pepper,472
Italian,ground black pepper,188
Southern United States,ground black pepper,211
Indonesian,ground black pepper,2
Pacific North West,ground black pepper,11
Polish,ground black pepper,5
Chinese,ground black pepper,31
British Columbian,ground black pepper,11
Danish,ground black pepper,2
Scandinavian,ground black pepper,11
Swiss,ground black pepper,4
Swedish,ground black pepper,3
French,ground black pepper,37
African,ground black pepper,73
Australian,ground black pepper,66
English,ground black pepper,19
Quebec,ground black pepper,5
Middle Eastern,ground black pepper,53
Lebanese,ground black pepper,10
Greek,ground black pepper,60
South American,ground black pepper,26
Russian,ground black pepper,4
Japanese,ground black pepper,13
Puertorican,ground black pepper,2
Spanish,ground black pepper,19
Irish,ground black pepper,12
Thai,ground black pepper,15
Polynesian,ground black pepper,3
Iraqi,ground black pepper,
Pakistani,ground black pepper,5
Scottish,ground black pepper,6
South African,ground black pepper,1
Colombian,ground black pepper,1
Welsh,ground black pepper,1
Czech,ground black pepper,1
Filipino,ground black pepper,2
Cuban,ground black pepper,5
Belgian,ground black pepper,2
Costarican,ground black pepper,1
Guatemalan,ground black pepper,
Finnish,ground black pepper,2
Moroccan,ground black pepper,34
Iranian Persian,ground black pepper,6
Turkish,ground black pepper,10
Portuguese,ground black pepper,8
Hungarian,ground black pepper,5
Georgian,ground black pepper,1
Brazilian,ground black pepper,5
Nigerian,ground black pepper,1
Ethiopian,ground black pepper,8
Ecuadorean,ground black pepper,
Peruvian,ground black pepper,5
Egyptian,ground black pepper,3
Argentine,ground black pepper,3
Chilean,ground black pepper,
Malaysian,ground black pepper,
Nepalese,ground black pepper,2
Vietnamese,ground black pepper,10
Palestinian,ground black pepper,
Norwegian,ground black pepper,1
Austrian,ground black pepper,3
Libyan,ground black pepper,
Angolan,ground black pepper,
Korean,ground black pepper,9
Cambodian,ground black pepper,
Mongolian,ground black pepper,2
Northamerican,zucchini,848
Mexican,zucchini,131
American,zucchini,510
Canadian,zucchini,90
Hawaiian,zucchini,1
South Eestern United States,zucchini,97
Asian,zucchini,202
Indian,zucchini,21
German,zucchini,3
European,zucchini,667
Italian,zucchini,347
Southern United States,zucchini,89
Indonesian,zucchini,2
Pacific North West,zucchini,16
Polish,zucchini,3
Chinese,zucchini,25
British Columbian,zucchini,15
Danish,zucchini,
Scandinavian,zucchini,4
Swiss,zucchini,3
Swedish,zucchini,
French,zucchini,53
African,zucchini,88
Australian,zucchini,89
English,zucchini,10
Quebec,zucchini,4
Middle Eastern,zucchini,49
Lebanese,zucchini,9
Greek,zucchini,101
South American,zucchini,11
Russian,zucchini,2
Japanese,zucchini,10
Puertorican,zucchini,
Spanish,zucchini,17
Irish,zucchini,1
Thai,zucchini,29
Polynesian,zucchini,1
Iraqi,zucchini,5
Pakistani,zucchini,1
Scottish,zucchini,4
South African,zucchini,7
Colombian,zucchini,1
Welsh,zucchini,
Czech,zucchini,
Filipino,zucchini,
Cuban,zucchini,
Belgian,zucchini,1
Costarican,zucchini,2
Guatemalan,zucchini,
Finnish,zucchini,
Moroccan,zucchini,45
Iranian Persian,zucchini,2
Turkish,zucchini,6
Portuguese,zucchini,2
Hungarian,zucchini,5
Georgian,zucchini,
Brazilian,zucchini,1
Nigerian,zucchini,
Ethiopian,zucchini,
Ecuadorean,zucchini,1
Peruvian,zucchini,
Egyptian,zucchini,6
Argentine,zucchini,4
Chilean,zucchini,1
Malaysian,zucchini,3
Nepalese,zucchini,1
Vietnamese,zucchini,1
Palestinian,zucchini,3
Norwegian,zucchini,
Austrian,zucchini,1
Libyan,zucchini,1
Angolan,zucchini,
Korean,zucchini,17
Cambodian,zucchini,
Mongolian,zucchini,2
Northamerican,lime juice,1050
Mexican,lime juice,459
American,lime juice,412
Canadian,lime juice,46
Hawaiian,lime juice,20
South Eestern United States,lime juice,208
Asian,lime juice,559
Indian,lime juice,66
German,lime juice,4
European,lime juice,81
Italian,lime juice,10
Southern United States,lime juice,57
Indonesian,lime juice,13
Pacific North West,lime juice,12
Polish,lime juice,
Chinese,lime juice,21
British Columbian,lime juice,10
Danish,lime juice,
Scandinavian,lime juice,3
Swiss,lime juice,
Swedish,lime juice,
French,lime juice,8
African,lime juice,34
Australian,lime juice,75
English,lime juice,8
Quebec,lime juice,
Middle Eastern,lime juice,23
Lebanese,lime juice,2
Greek,lime juice,10
South American,lime juice,73
Russian,lime juice,4
Japanese,lime juice,12
Puertorican,lime juice,6
Spanish,lime juice,8
Irish,lime juice,
Thai,lime juice,205
Polynesian,lime juice,12
Iraqi,lime juice,1
Pakistani,lime juice,
Scottish,lime juice,1
South African,lime juice,2
Colombian,lime juice,
Welsh,lime juice,
Czech,lime juice,
Filipino,lime juice,4
Cuban,lime juice,25
Belgian,lime juice,1
Costarican,lime juice,4
Guatemalan,lime juice,1
Finnish,lime juice,
Moroccan,lime juice,3
Iranian Persian,lime juice,7
Turkish,lime juice,1
Portuguese,lime juice,1
Hungarian,lime juice,
Georgian,lime juice,
Brazilian,lime juice,3
Nigerian,lime juice,2
Ethiopian,lime juice,1
Ecuadorean,lime juice,2
Peruvian,lime juice,9
Egyptian,lime juice,1
Argentine,lime juice,3
Chilean,lime juice,5
Malaysian,lime juice,11
Nepalese,lime juice,3
Vietnamese,lime juice,38
Palestinian,lime juice,
Norwegian,lime juice,
Austrian,lime juice,
Libyan,lime juice,
Angolan,lime juice,
Korean,lime juice,2
Cambodian,lime juice,4
Mongolian,lime juice,
Northamerican,green bell pepper,1091
Mexican,green bell pepper,249
American,green bell pepper,723
Canadian,green bell pepper,35
Hawaiian,green bell pepper,12
South Eestern United States,green bell pepper,147
Asian,green bell pepper,193
Indian,green bell pepper,31
German,green bell pepper,8
European,green bell pepper,274
Italian,green bell pepper,106
Southern United States,green bell pepper,346
Indonesian,green bell pepper,4
Pacific North West,green bell pepper,6
Polish,green bell pepper,1
Chinese,green bell pepper,40
British Columbian,green bell pepper,7
Danish,green bell pepper,
Scandinavian,green bell pepper,3
